#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
503290 1374690 350 4.9e-05  2.6e-270 2.8e-196 5.1e-134 2.9e-62 3.2e-17 0.018 0.1 1e+02 
503290 1376190 350 0.00045  5.8e-263 1.5e-190 1.2e-129 1.8e-59 1.3e-15 0.15 0.67 99 
503290 1377690 350 0.0033  3.9e-257 5.6e-186 3.6e-126 3.4e-57 2.7e-14 1 3.5 96 
503290 1379190 350 0.021  7.3e-253 1.3e-182 1.4e-123 1.6e-55 2.7e-13 4.3 13 83 
503290 1380690 350 0.13  3.5e-250 1.6e-180 5.5e-122 1.9e-54 1.2e-12 11 30 59 
503290 1382190 350 0.72  4.3e-249 1.2e-179 2.5e-121 5.8e-54 2.4e-12 19 46 35 
503290 1383690 350 3.1  1.7e-249 5.9e-180 1.6e-121 5.3e-54 2.7e-12 24 56 21 
503290 1385190 350 9.1  2.4e-251 2.4e-181 1.6e-122 1.7e-54 1.9e-12 26 61 13 
503290 1386690 350 17  1.3e-254 8.3e-184 2.7e-124 2e-55 9e-13 26 65 9.3 
503290 1388190 350 18  2.8e-259 2.5e-187 7.8e-127 8.9e-57 2.9e-13 25 68 7.3 
503290 1389690 350 13  2.4e-265 6.6e-192 3.9e-130 1.5e-58 6.6e-14 23 71 6.4 
503290 1391190 350 5.5  7.9e-273 1.5e-197 3.2e-134 9.8e-61 9.9e-15 20 74 6.1 
503290 1392690 350 1.5  1e-281 2.9e-204 4.5e-139 2.3e-63 1e-15 17 77 6.3 
503290 1394190 350 0.26  4.8e-292 4.6e-212 1e-144 2e-66 6.7e-17 13 80 7 
503290 1395690 350 0.029  8.5e-304 6e-221 3.8e-151 6.1e-70 2.9e-18 10 82 8.2 
503290 1397190 350 0.0023  5.4e-317 6.2e-231 2.2e-158 6.5e-74 7.9e-20 6.8 83 10 
503290 1398690 350 0.00012  0 4.9e-242 1.9e-166 2.3e-78 1.3e-21 4.2 82 13 
503290 1400190 350 4.6e-06  0 2.9e-254 2.5e-175 2.7e-83 1.3e-23 2.3 80 18 
503290 1401690 350 1.3e-07  0 1.3e-267 4.6e-185 1e-88 7.2e-26 1.1 73 26 
503290 1403190 350 2.9e-09  0 3.8e-282 1.1e-195 1.1e-94 2.2e-28 0.4 62 38 
503290 1404690 350 5.4e-11  0 7e-298 3.5e-207 3.4e-101 3.4e-31 0.11 46 54 
503290 1406190 350 9.3e-13  0 0 1.2e-219 2.6e-108 2.4e-34 0.02 28 72 
503290 1407690 350 1.6e-14  0 0 4.7e-233 4.8e-116 7.3e-38 0.0024 13 87 
503290 1409190 350 2.5e-16  0 0 2e-247 2.2e-124 9.8e-42 0.00019 5.3 95 
503290 1410690 350 3.8e-18  0 0 9.5e-263 2.5e-133 6.1e-46 9.8e-06 1.8 98 
503290 1412190 350 5.1e-20  0 0 5.3e-279 7.4e-143 1.8e-50 3.6e-07 0.54 99 
503290 1413690 350 5.9e-22  0 0 3.6e-296 5.9e-153 2.6e-55 9.2e-09 0.16 1e+02 
503290 1415190 350 6e-24  0 0 0 1.3e-163 1.8e-60 1.7e-10 0.043 1e+02 
503290 1416690 350 5.3e-26  0 0 0 7.2e-175 6.1e-66 2.2e-12 0.012 1e+02 
503290 1418190 350 4.1e-28  0 0 0 1.1e-186 1e-71 2e-14 0.0031 1e+02 
503290 1419690 350 2.7e-30  0 0 0 4.7e-199 8.2e-78 1.3e-16 0.00081 1e+02 
503290 1421190 350 1.6e-32  0 0 0 5.2e-212 3.3e-84 6.2e-19 0.00021 1e+02 
503290 1422690 350 8.1e-35  0 0 0 1.5e-225 6.2e-91 2e-21 5.5e-05 1e+02 
503290 1424190 350 3.6e-37  0 0 0 1.2e-239 5.8e-98 4.7e-24 1.4e-05 1e+02 
503290 1425690 350 1.4e-39  0 0 0 2.6e-254 2.6e-105 7.6e-27 3.2e-06 1e+02 
503290 1427190 350 4.9e-42  0 0 0 1.4e-269 5.5e-113 8.5e-30 6.8e-07 1e+02 
503290 1428690 350 1.5e-44  0 0 0 0 5.6e-121 6.7e-33 1.3e-07 1e+02 
503290 1430190 350 4.1e-47  0 0 0 0 2.8e-129 3.6e-36 2.2e-08 1e+02 
503290 1431690 350 9.9e-50  0 0 0 0 6.4e-138 1.4e-39 3.3e-09 1e+02 
504790 1332690 350 3.6e-77  0 0 0 0 4.1e-165 2.8e-68 1.6e-37 1e+02 
504790 1334190 350 2.5e-73  0 0 0 0 5.8e-156 2.2e-64 2.7e-36 1e+02 
504790 1335690 350 1.4e-69  0 0 0 0 4.2e-147 1.3e-60 4.1e-35 1e+02 
504790 1337190 350 6.8e-66  0 0 0 0 1.5e-138 5.4e-57 5.6e-34 1e+02 
504790 1338690 350 2.7e-62  0 0 0 0 2.9e-130 1.7e-53 7.4e-33 1e+02 
504790 1340190 350 9.1e-59  0 0 0 3.8e-261 2.7e-122 3.9e-50 9.3e-32 1e+02 
504790 1341690 350 2.5e-55  0 0 0 2.6e-246 1.3e-114 6.8e-47 1.1e-30 1e+02 
504790 1343190 350 5.7e-52  0 0 0 5e-232 3.3e-107 8.9e-44 1.4e-29 1e+02 
504790 1344690 350 1.1e-48  0 0 0 2.8e-218 4.3e-100 8.7e-41 1.9e-28 1e+02 
504790 1346190 350 1.6e-45  0 0 0 4.4e-205 2.9e-93 6.4e-38 2.8e-27 1e+02 
504790 1347690 350 2e-42  0 0 0 2e-192 1e-86 3.6e-35 4.9e-26 1e+02 
504790 1349190 350 2e-39  0 0 0 2.7e-180 1.9e-80 1.6e-32 1.1e-24 1e+02 
504790 1350690 350 1.6e-36  0 0 0 1e-168 1.8e-74 5.2e-30 2.8e-23 1e+02 
504790 1352190 350 1e-33  0 0 1.7e-287 1.2e-157 9.5e-69 1.4e-27 8.4e-22 1e+02 
504790 1353690 350 5.1e-31  0 0 3.3e-270 3.9e-147 2.7e-63 2.8e-25 2.9e-20 1e+02 
504790 1355190 350 2e-28  0 0 8.3e-254 3.8e-137 4e-58 4.4e-23 1e-18 1e+02 
504790 1356690 350 6.3e-26  0 0 2.8e-238 1.1e-127 3.2e-53 5.6e-21 3.8e-17 1e+02 
504790 1358190 350 1.6e-23  0 0 1.3e-223 9.7e-119 1.4e-48 5.7e-19 1.4e-15 1e+02 
504790 1359690 350 2.9e-21  0 3.4e-296 8.1e-210 2.6e-110 3.4e-44 4.7e-17 4.6e-14 1e+02 
504790 1361190 350 4.3e-19  0 6e-279 6.9e-197 2.1e-102 4.5e-40 3.2e-15 1.4e-12 1e+02 
504790 1362690 350 4.9e-17  0 7.4e-263 8.1e-185 5e-95 3.3e-36 1.8e-13 3.9e-11 1e+02 
504790 1364190 350 4.2e-15  0 6.4e-248 1.3e-173 3.8e-88 1.3e-32 8.1e-12 9.8e-10 1e+02 
504790 1365690 350 2.7e-13  0 3.9e-234 2.9e-163 8.6e-82 3.1e-29 3.1e-10 2.1e-08 1e+02 
504790 1367190 350 1.3e-11  6.4e-302 1.7e-221 9.2e-154 6.1e-76 3.9e-26 1e-08 4.1e-07 1e+02 
504790 1368690 350 5e-10  4.2e-287 5.2e-210 4e-145 1.4e-70 2.8e-23 2.8e-07 6.7e-06 1e+02 
504790 1370190 350 1.4e-08  8.7e-274 1.1e-199 2.5e-137 9.2e-66 1.1e-20 6.2e-06 9.5e-05 1e+02 
504790 1371690 350 3e-07  5.9e-262 1.7e-190 2.1e-130 2e-61 2.6e-18 0.00012 0.0011 1e+02 
504790 1373190 350 4.7e-06  1.3e-251 1.9e-182 2.5e-124 1.3e-57 3.2e-16 0.0018 0.012 1e+02 
504790 1374690 350 5.7e-05  8.8e-243 1.5e-175 4.2e-119 2.6e-54 2.3e-14 0.021 0.097 1e+02 
504790 1376190 350 0.00054  1.9e-235 8e-170 9.6e-115 1.6e-51 9e-13 0.2 0.66 99 
504790 1377690 350 0.004  1.3e-229 2.9e-165 2.9e-111 2.8e-49 1.8e-11 1.4 3.5 95 
504790 1379190 350 0.026  2.3e-225 6.3e-162 1e-108 1.3e-47 1.8e-10 6.1 13 81 
504790 1380690 350 0.17  1e-222 7.6e-160 4e-107 1.5e-46 7.7e-10 16 29 55 
504790 1382190 350 0.98  1.2e-221 5.4e-159 1.8e-106 4.4e-46 1.5e-09 26 42 31 
504790 1383690 350 4.3  4.9e-222 2.7e-159 1.1e-106 4e-46 1.7e-09 33 50 18 
504790 1385190 350 12  7.1e-224 1.1e-160 1.2e-107 1.3e-46 1.2e-09 36 53 11 
504790 1386690 350 21  4.1e-227 4.2e-163 2.1e-109 1.6e-47 6.1e-10 36 56 7.7 
504790 1388190 350 21  9.7e-232 1.4e-166 6.6e-112 8.1e-49 2.1e-10 35 59 6.1 
504790 1389690 350 13  9.2e-238 4e-171 3.6e-115 1.5e-50 5.3e-11 33 61 5.3 
504790 1391190 350 4.9  3.5e-245 1e-176 3.5e-119 1.1e-52 9.2e-12 30 64 5.2 
504790 1392690 350 1.1  5.1e-254 2.3e-183 5.6e-124 3.1e-55 1.1e-12 27 68 5.4 
504790 1394190 350 0.17  2.9e-264 4.4e-191 1.5e-129 3.1e-58 8.4e-14 22 71 6.2 
504790 1395690 350 0.016  6.1e-276 6.8e-200 6.7e-136 1.1e-61 4.3e-15 18 75 7.5 
504790 1397190 350 0.001  4.7e-289 8.5e-210 4.6e-143 1.4e-65 1.4e-16 13 77 9.8 
504790 1398690 350 4.5e-05  1.3e-303 8.2e-221 4.9e-151 6.3e-70 2.8e-18 9 78 13 
504790 1400190 350 1.4e-06  0 5.9e-233 7.6e-160 8.8e-75 3.3e-20 5.4 75 19 
504790 1401690 350 3.4e-08  0 3e-246 1.7e-169 3.9e-80 2.2e-22 2.8 68 29 
504790 1403190 350 6.6e-10  0 1e-260 4.8e-180 4.9e-86 7.6e-25 1.1 55 44 
504790 1404690 350 1.1e-11  0 2.1e-276 1.6e-191 1.6e-92 1.3e-27 0.31 36 63 
504790 1406190 350 1.9e-13  0 2.4e-293 5.9e-204 1.3e-99 9.2e-31 0.059 19 81 
504790 1407690 350 3.1e-15  0 0 2.3e-217 2.5e-107 2.9e-34 0.007 7.6 92 
504790 1409190 350 4.7e-17  0 0 1e-231 1.2e-115 4.1e-38 0.00056 2.6 97 
504790 1410690 350 6.6e-19  0 0 5.2e-247 1.4e-124 2.7e-42 3.1e-05 0.77 99 
504790 1412190 350 8e-21  0 0 3.2e-263 4.7e-134 8.8e-47 1.2e-06 0.21 1e+02 
504790 1413690 350 8.5e-23  0 0 2.4e-280 4.1e-144 1.4e-51 3.4e-08 0.056 1e+02 
504790 1415190 350 7.8e-25  0 0 0 9.8e-155 1.1e-56 6.8e-10 0.014 1e+02 
504790 1416690 350 6.2e-27  0 0 0 6.3e-166 4.1e-62 9.7e-12 0.0036 1e+02 
504790 1418190 350 4.2e-29  0 0 0 1.1e-177 7.6e-68 1e-13 0.00089 1e+02 
504790 1419690 350 2.5e-31  0 0 0 5e-190 6.8e-74 7.3e-16 0.00022 1e+02 
504790 1421190 350 1.3e-33  0 0 0 6.3e-203 3e-80 3.8e-18 5.6e-05 1e+02 
504790 1422690 350 6.1e-36  0 0 0 2.1e-216 6.4e-87 1.4e-20 1.4e-05 1e+02 
504790 1424190 350 2.4e-38  0 0 0 1.8e-230 6.6e-94 3.5e-23 3.6e-06 1e+02 
504790 1425690 350 8.6e-41  0 0 0 4.3e-245 3.3e-101 6.3e-26 8.5e-07 1e+02 
504790 1427190 350 2.7e-43  0 0 0 2.7e-260 7.7e-109 7.8e-29 1.9e-07 1e+02 
504790 1428690 350 7.4e-46  0 0 0 4.7e-276 8.8e-117 6.8e-32 3.9e-08 1e+02 
504790 1430190 350 1.8e-48  0 0 0 0 4.8e-125 4.1e-35 7.1e-09 1e+02 
504790 1431690 350 4e-51  0 0 0 0 1.2e-133 1.7e-38 1.1e-09 1e+02 
506290 1332690 350 3.6e-78  0 0 0 0 1.3e-161 8.4e-68 1.7e-38 1e+02 
506290 1334190 350 2.7e-74  0 0 0 0 1.7e-152 6e-64 2.5e-37 1e+02 
506290 1335690 350 1.7e-70  0 0 0 0 1.1e-143 3.2e-60 3.5e-36 1e+02 
506290 1337190 350 9.2e-67  0 0 0 0 3.7e-135 1.2e-56 4.6e-35 1e+02 
506290 1338690 350 4.1e-63  0 0 0 0 6.3e-127 3.5e-53 5.7e-34 1e+02 
506290 1340190 350 1.5e-59  0 0 0 5.4e-253 5.4e-119 7.4e-50 6.9e-33 1e+02 
506290 1341690 350 4.5e-56  0 0 0 3.4e-238 2.4e-111 1.2e-46 8.3e-32 1e+02 
506290 1343190 350 1.1e-52  0 0 0 5.9e-224 5.4e-104 1.4e-43 1e-30 1e+02 
506290 1344690 350 2.3e-49  0 0 0 3e-210 6.3e-97 1.2e-40 1.5e-29 1e+02 
506290 1346190 350 3.9e-46  0 0 0 4.3e-197 3.9e-90 8.3e-38 2.5e-28 1e+02 
506290 1347690 350 5.4e-43  0 0 0 1.8e-184 1.2e-83 4.3e-35 5.3e-27 1e+02 
506290 1349190 350 5.9e-40  0 0 0 2.1e-172 2.1e-77 1.7e-32 1.5e-25 1e+02 
506290 1350690 350 5.2e-37  0 0 0 7.3e-161 1.8e-71 5.1e-30 5e-24 1e+02 
506290 1352190 350 3.7e-34  0 0 4.8e-273 7.5e-150 8.6e-66 1.2e-27 2e-22 1e+02 
506290 1353690 350 2.1e-31  0 0 8.2e-256 2.2e-139 2.2e-60 2.3e-25 8.5e-21 1e+02 
506290 1355190 350 9.1e-29  0 0 1.9e-239 2e-129 2.9e-55 3.3e-23 3.7e-19 1e+02 
506290 1356690 350 3.1e-26  0 0 5.8e-224 5.3e-120 2.2e-50 3.9e-21 1.6e-17 1e+02 
506290 1358190 350 8.5e-24  0 8.1e-295 2.4e-209 4.2e-111 8.6e-46 3.8e-19 6.6e-16 1e+02 
506290 1359690 350 1.8e-21  0 1.9e-276 1.4e-195 1e-102 1.9e-41 3e-17 2.5e-14 1e+02 
506290 1361190 350 2.8e-19  0 3.1e-259 1.1e-182 7.5e-95 2.3e-37 2e-15 8.5e-13 1e+02 
506290 1362690 350 3.5e-17  0 3.5e-243 1.1e-170 1.7e-87 1.6e-33 1.1e-13 2.6e-11 1e+02 
506290 1364190 350 3.2e-15  0 2.8e-228 1.7e-159 1.2e-80 5.9e-30 5e-12 7e-10 1e+02 
506290 1365690 350 2.3e-13  3.6e-292 1.6e-214 3.6e-149 2.5e-74 1.3e-26 2e-10 1.7e-08 1e+02 
506290 1367190 350 1.2e-11  6.9e-276 6.4e-202 1e-139 1.7e-68 1.5e-23 6.9e-09 3.4e-07 1e+02 
506290 1368690 350 4.7e-10  4.2e-261 1.8e-190 4.3e-131 3.4e-63 1e-20 2e-07 6e-06 1e+02 
506290 1370190 350 1.4e-08  8.4e-248 3.8e-180 2.5e-123 2.2e-58 3.9e-18 4.9e-06 8.9e-05 1e+02 
506290 1371690 350 3.1e-07  5.4e-236 5.6e-171 2e-116 4.5e-54 8.6e-16 0.0001 0.0011 1e+02 
506290 1373190 350 5.2e-06  1.1e-225 5.9e-163 2.3e-110 2.8e-50 1.1e-13 0.0017 0.012 1e+02 
506290 1374690 350 6.5e-05  7.5e-217 4.4e-156 3.8e-105 5.5e-47 7.3e-12 0.022 0.1 1e+02 
506290 1376190 350 0.00063  1.6e-209 2.3e-150 8.3e-101 3.3e-44 2.8e-10 0.23 0.7 99 
506290 1377690 350 0.0048  1e-203 8.1e-146 2.4e-97 5.7e-42 5.5e-09 1.7 3.7 95 
506290 1379190 350 0.033  1.8e-199 1.7e-142 8.4e-95 2.6e-40 5.3e-08 7.8 13 79 
506290 1380690 350 0.22  7.6e-197 1.9e-140 3.1e-93 2.8e-39 2.2e-07 21 28 51 
506290 1382190 350 1.3  8.8e-196 1.3e-139 1.3e-92 7.9e-39 4.1e-07 33 39 28 
506290 1383690 350 5.9  3.4e-196 6.6e-140 8.4e-93 7.1e-39 4.5e-07 41 44 15 
506290 1385190 350 16  5.1e-198 2.9e-141 9e-94 2.4e-39 3.4e-07 45 46 9.1 
506290 1386690 350 26  3.2e-201 1.1e-143 1.7e-95 3.2e-40 1.8e-07 46 48 6.3 
506290 1388190 350 24  8.3e-206 4.1e-147 5.9e-98 1.7e-41 6.9e-08 45 50 5 
506290 1389690 350 13  8.9e-212 1.4e-151 3.7e-101 3.7e-43 1.9e-08 43 52 4.4 
506290 1391190 350 4.2  3.9e-219 4.1e-157 4.1e-105 3.1e-45 3.8e-09 41 55 4.4 
506290 1392690 350 0.84  6.7e-228 1.1e-163 7.8e-110 1e-47 5.2e-10 37 59 4.7 
506290 1394190 350 0.1  4.6e-238 2.4e-171 2.5e-115 1.2e-50 4.8e-11 32 63 5.6 
506290 1395690 350 0.0082  1.2e-249 4.5e-180 1.3e-121 5.4e-54 3e-12 27 66 7.1 
506290 1397190 350 0.00043  1.1e-262 6.8e-190 1.1e-128 8.3e-58 1.2e-13 21 69 9.8 
506290 1398690 350 1.5e-05  3.6e-277 8.1e-201 1.5e-136 4.4e-62 2.8e-15 15 71 14 
506290 1400190 350 4e-07  3.9e-293 7.1e-213 2.8e-145 7.5e-67 4e-17 9.8 68 22 
506290 1401690 350 8.1e-09  1.4e-310 4.3e-226 7.1e-155 3.9e-72 3.1e-19 5.3 60 35 
506290 1403190 350 1.4e-10  0 1.6e-240 2.3e-165 5.5e-78 1.2e-21 2.2 44 53 
506290 1404690 350 2.3e-12  0 3.5e-256 8.1e-177 1.9e-84 2.1e-24 0.62 25 74 
506290 1406190 350 3.7e-14  0 4e-273 3e-189 1.6e-91 1.6e-27 0.11 11 89 
506290 1407690 350 5.8e-16  0 2.6e-291 1.2e-202 3.1e-99 5.1e-31 0.013 3.8 96 
506290 1409190 350 8.4e-18  0 0 5.8e-217 1.6e-107 7.7e-35 0.0011 1.1 99 
506290 1410690 350 1.1e-19  0 0 3.2e-232 2.1e-116 5.6e-39 6.4e-05 0.3 1e+02 
506290 1412190 350 1.2e-21  0 0 2.2e-248 7.6e-126 2e-43 2.7e-06 0.075 1e+02 
506290 1413690 350 1.1e-23  0 0 1.9e-265 7.5e-136 3.5e-48 8.3e-08 0.018 1e+02 
506290 1415190 350 9.1e-26  0 0 1.9e-283 2e-146 3e-53 1.8e-09 0.0043 1e+02 
506290 1416690 350 6.5e-28  0 0 0 1.4e-157 1.3e-58 2.9e-11 0.00099 1e+02 
506290 1418190 350 4e-30  0 0 0 2.7e-169 2.6e-64 3.4e-13 0.00023 1e+02 
506290 1419690 350 2.1e-32  0 0 0 1.4e-181 2.7e-70 2.7e-15 5.4e-05 1e+02 
506290 1421190 350 1e-34  0 0 0 2e-194 1.3e-76 1.6e-17 1.3e-05 1e+02 
506290 1422690 350 4.1e-37  0 0 0 7.2e-208 3.1e-83 6.3e-20 3.2e-06 1e+02 
506290 1424190 350 1.5e-39  0 0 0 7.1e-222 3.5e-90 1.8e-22 8e-07 1e+02 
506290 1425690 350 4.7e-42  0 0 0 1.9e-236 2e-97 3.6e-25 2e-07 1e+02 
506290 1427190 350 1.3e-44  0 0 0 1.3e-251 5.2e-105 4.9e-28 4.6e-08 1e+02 
506290 1428690 350 3.3e-47  0 0 0 2.3e-267 6.5e-113 4.7e-31 9.8e-09 1e+02 
506290 1430190 350 7.3e-50  0 0 0 0 3.9e-121 3.2e-34 1.9e-09 1e+02 
506290 1431690 350 1.4e-52  0 0 0 0 1.1e-129 1.5e-37 3.3e-10 1e+02 
507790 1332690 350 3.2e-79  0 0 0 0 2.1e-158 1.8e-67 1.4e-39 1e+02 
507790 1334190 350 2.7e-75  0 0 0 0 2.4e-149 1.2e-63 2e-38 1e+02 
507790 1335690 350 1.8e-71  0 0 0 0 1.5e-140 5.6e-60 2.6e-37 1e+02 
507790 1337190 350 1.1e-67  0 0 0 0 4.4e-132 2e-56 3.2e-36 1e+02 
507790 1338690 350 5.3e-64  0 0 0 0 6.7e-124 5.1e-53 3.8e-35 1e+02 
507790 1340190 350 2.2e-60  0 0 0 2.1e-245 5.2e-116 9.8e-50 4.4e-34 1e+02 
507790 1341690 350 7.2e-57  0 0 0 1.2e-230 2.1e-108 1.4e-46 5.3e-33 1e+02 
507790 1343190 350 2e-53  0 0 0 1.8e-216 4.2e-101 1.5e-43 6.9e-32 1e+02 
507790 1344690 350 4.6e-50  0 0 0 8.3e-203 4.5e-94 1.2e-40 1.1e-30 1e+02 
507790 1346190 350 8.6e-47  0 0 0 1.1e-189 2.5e-87 7.4e-38 2.2e-29 1e+02 
507790 1347690 350 1.3e-43  0 0 0 4e-177 7.1e-81 3.5e-35 6.2e-28 1e+02 
507790 1349190 350 1.6e-40  0 0 0 4.3e-165 1.1e-74 1.2e-32 2.3e-26 1e+02 
507790 1350690 350 1.6e-37  0 0 1.3e-277 1.4e-153 8.5e-69 3.4e-30 1e-24 1e+02 
507790 1352190 350 1.2e-34  0 0 1.5e-259 1.2e-142 3.6e-63 7.4e-28 5.3e-23 1e+02 
507790 1353690 350 7.6e-32  0 0 2.3e-242 3.4e-132 8.2e-58 1.3e-25 2.8e-21 1e+02 
507790 1355190 350 3.7e-29  0 0 4.8e-226 2.7e-122 1e-52 1.7e-23 1.4e-19 1e+02 
507790 1356690 350 1.4e-26  0 1e-295 1.3e-210 6.5e-113 6.7e-48 1.9e-21 7.1e-18 1e+02 
507790 1358190 350 4.2e-24  0 2.9e-276 5.1e-196 4.7e-104 2.4e-43 1.8e-19 3.3e-16 1e+02 
507790 1359690 350 9.7e-22  0 6.1e-258 2.6e-182 1e-95 4.9e-39 1.3e-17 1.4e-14 1e+02 
507790 1361190 350 1.7e-19  0 9.1e-241 1.9e-169 6.8e-88 5.5e-35 8.6e-16 5.2e-13 1e+02 
507790 1362690 350 2.3e-17  1.1e-304 9.5e-225 1.8e-157 1.4e-80 3.4e-31 4.8e-14 1.7e-11 1e+02 
507790 1364190 350 2.3e-15  2e-285 7e-210 2.5e-146 9e-74 1.2e-27 2.3e-12 5.2e-10 1e+02 
507790 1365690 350 1.8e-13  1.1e-267 3.7e-196 4.9e-136 1.8e-67 2.4e-24 1e-10 1.3e-08 1e+02 
507790 1367190 350 9.9e-12  1.9e-251 1.4e-183 1.3e-126 1.1e-61 2.7e-21 3.7e-09 2.9e-07 1e+02 
507790 1368690 350 4.2e-10  1.1e-236 3.8e-172 5.2e-118 2.2e-56 1.7e-18 1.2e-07 5.5e-06 1e+02 
507790 1370190 350 1.3e-08  2.1e-223 7.3e-162 2.9e-110 1.3e-51 6.3e-16 3.4e-06 8.8e-05 1e+02 
507790 1371690 350 3.1e-07  1.3e-211 1e-152 2.2e-103 2.6e-47 1.3e-13 7.9e-05 0.0012 1e+02 
507790 1373190 350 5.4e-06  2.5e-201 1e-144 2.4e-97 1.5e-43 1.6e-11 0.0015 0.013 1e+02 
507790 1374690 350 7.1e-05  1.6e-192 7.3e-138 3.7e-92 2.9e-40 1e-09 0.022 0.11 1e+02 
507790 1376190 350 0.00071  3.3e-185 3.7e-132 7.9e-88 1.7e-37 3.8e-08 0.25 0.77 99 
507790 1377690 350 0.0057  2e-179 1.2e-127 2.2e-84 2.8e-35 7.5e-07 2 4.1 94 
507790 1379190 350 0.041  3.3e-175 2.5e-124 7.4e-82 1.2e-33 6.8e-06 9.5 14 76 
507790 1380690 350 0.29  1.3e-172 2.7e-122 2.5e-80 1.2e-32 2.6e-05 25 28 47 
507790 1382190 350 1.9  1.5e-171 1.7e-121 1.1e-79 3.3e-32 4.7e-05 39 37 24 
507790 1383690 350 8.1  5.7e-172 8.7e-122 6.6e-80 3e-32 5.2e-05 48 39 12 
507790 1385190 350 21  9e-174 3.9e-123 7.3e-81 1e-32 4e-05 53 40 7.4 
507790 1386690 350 32  6.1e-177 1.7e-125 1.5e-82 1.5e-33 2.3e-05 54 41 5.1 
507790 1388190 350 27  1.7e-181 6.7e-129 5.8e-85 9e-35 9.8e-06 54 42 4.1 
507790 1389690 350 13  2.1e-187 2.5e-133 4.1e-88 2.2e-36 3.1e-06 53 44 3.7 
507790 1391190 350 3.5  1.1e-194 8.9e-139 5.3e-92 2.2e-38 7.1e-07 50 47 3.7 
507790 1392690 350 0.58  2.3e-203 2.8e-145 1.2e-96 8.3e-41 1.2e-07 46 50 4.2 
507790 1394190 350 0.059  1.9e-213 7.6e-153 4.8e-102 1.2e-43 1.3e-08 41 54 5.2 
507790 1395690 350 0.0038  5.9e-225 1.8e-161 3.1e-108 6.6e-47 9.6e-10 35 58 7 
507790 1397190 350 0.00016  6.8e-238 3.3e-171 3.2e-115 1.3e-50 4.6e-11 29 61 10 
507790 1398690 350 4.7e-06  2.7e-252 4.8e-182 5.1e-123 8.1e-55 1.4e-12 22 62 16 
507790 1400190 350 1e-07  3.7e-268 5.1e-194 1.2e-131 1.7e-59 2.3e-14 14 59 26 
507790 1401690 350 1.7e-09  1.5e-285 3.6e-207 3.5e-141 1e-64 2.1e-16 7.9 49 43 
507790 1403190 350 2.8e-11  1.6e-304 1.5e-221 1.2e-151 1.5e-70 8.7e-19 3.1 32 65 
507790 1404690 350 4.4e-13  0 3.2e-237 4.4e-163 5.5e-77 1.5e-21 0.81 15 84 
507790 1406190 350 7e-15  0 3.8e-254 1.7e-175 4.6e-84 1.2e-24 0.14 5.5 94 
507790 1407690 350 1e-16  0 2.6e-272 7.2e-189 9.6e-92 4e-28 0.016 1.6 98 
507790 1409190 350 1.4e-18  0 1e-291 3.7e-203 5.3e-100 6.6e-32 0.0014 0.42 1e+02 
507790 1410690 350 1.6e-20  0 0 2.3e-218 7.8e-109 5.3e-36 9e-05 0.1 1e+02 
507790 1412190 350 1.6e-22  0 0 1.8e-234 3.2e-118 2.1e-40 4.2e-06 0.023 1e+02 
507790 1413690 350 1.3e-24  0 0 1.7e-251 3.5e-128 4.1e-45 1.4e-07 0.0052 1e+02 
507790 1415190 350 9.7e-27  0 0 1.9e-269 1e-138 3.9e-50 3.4e-09 0.0011 1e+02 
507790 1416690 350 6.2e-29  0 0 2.6e-288 8.2e-150 1.9e-55 6.1e-11 0.00025 1e+02 
507790 1418190 350 3.4e-31  0 0 0 1.8e-161 4.3e-61 7.7e-13 5.4e-05 1e+02 
507790 1419690 350 1.6e-33  0 0 0 1e-173 4.9e-67 6.9e-15 1.2e-05 1e+02 
507790 1421190 350 6.8e-36  0 0 0 1.6e-186 2.7e-73 4.4e-17 2.7e-06 1e+02 
507790 1422690 350 2.5e-38  0 0 0 6.6e-200 7.1e-80 2e-19 6.4e-07 1e+02 
507790 1424190 350 8e-41  0 0 0 7.3e-214 9.1e-87 6.3e-22 1.6e-07 1e+02 
507790 1425690 350 2.3e-43  0 0 0 2.1e-228 5.6e-94 1.4e-24 3.8e-08 1e+02 
507790 1427190 350 5.8e-46  0 0 0 1.6e-243 1.6e-101 2.1e-27 9.2e-09 1e+02 
507790 1428690 350 1.3e-48  0 0 0 3.3e-259 2.3e-109 2.3e-30 2.1e-09 1e+02 
507790 1430190 350 2.6e-51  0 0 0 0 1.5e-117 1.7e-33 4.4e-10 1e+02 
507790 1431690 350 4.6e-54  0 0 0 0 4.9e-126 8.6e-37 8.1e-11 1e+02 
509290 1332690 350 2.5e-80  0 0 0 0 1.6e-155 2.7e-67 1.1e-40 1e+02 
509290 1334190 350 2.2e-76  0 0 0 0 1.7e-146 1.6e-63 1.4e-39 1e+02 
509290 1335690 350 1.7e-72  0 0 0 0 9.2e-138 7e-60 1.7e-38 1e+02 
509290 1337190 350 1.1e-68  0 0 0 0 2.5e-129 2.2e-56 2e-37 1e+02 
509290 1338690 350 6e-65  0 0 0 1.2e-253 3.5e-121 5.3e-53 2.2e-36 1e+02 
509290 1340190 350 2.7e-61  0 0 0 2.1e-238 2.4e-113 9.2e-50 2.5e-35 1e+02 
